"BOOKINGID","REGISTRATIONNO","BOOKINGDATE","DEPARTUREZONE","DESTINATIONZONE","PASSENGERID"
T9827,Car09,2017-11-12 01:00:00.000,ZoneB,ZoneD,U030
T9828,Car28,2021-03-20 00:00:00.000,ZoneA,ZoneD,U072
T9829,Car10,2018-03-12 06:00:00.000,ZoneA,ZoneA,U077
T9830,Car11,2020-09-12 21:00:00.000,ZoneB,ZoneB,U156
T9831,Car09,2020-12-11 11:00:00.000,ZoneC,ZoneD,U142
T9832,Car15,2019-08-26 18:00:00.000,ZoneA,ZoneA,U079
T9833,Car04,2017-01-09 09:00:00.000,ZoneD,ZoneD,U081
T9834,Car17,2020-07-05 12:00:00.000,ZoneB,ZoneC,U103
T9835,Car21,2020-08-22 10:00:00.000,ZoneB,ZoneA,U103
T9836,Car21,2015-02-02 02:00:00.000,ZoneA,ZoneA,U016
T9837,Car23,2021-06-20 17:00:00.000,ZoneA,ZoneD,U079
T9838,Car13,2018-08-17 14:00:00.000,ZoneC,ZoneD,U048
T9839,Car07,2020-06-04 21:00:00.000,ZoneC,ZoneA,U026
T9840,Car30,2016-12-27 21:00:00.000,ZoneD,ZoneB,U125
T9841,Car09,2020-04-02 23:00:00.000,ZoneB,ZoneA,U040
T9842,Car22,2019-08-19 21:00:00.000,ZoneC,ZoneB,U102
T9843,Car10,2015-09-18 10:00:00.000,ZoneD,ZoneC,U090
T9844,Car25,2021-06-20 07:00:00.000,ZoneB,ZoneA,U114
T9845,Car24,2017-06-18 09:00:00.000,ZoneD,ZoneB,U076
T9846,Car24,2015-04-12 21:00:00.000,ZoneB,ZoneD,U138
T9847,Car25,2016-03-03 22:00:00.000,ZoneC,ZoneC,U052
T9848,Car17,2019-09-03 11:00:00.000,ZoneD,ZoneD,U054
T9849,Car15,2017-04-25 20:00:00.000,ZoneB,ZoneA,U133
T9850,Car03,2018-12-27 01:00:00.000,ZoneD,ZoneB,U077
T9851,Car24,2016-03-22 01:00:00.000,ZoneB,ZoneB,U064
T9852,Car08,2017-01-02 17:00:00.000,ZoneD,ZoneB,U086
T9853,Car28,2015-10-21 03:00:00.000,ZoneD,ZoneD,U060
T9854,Car29,2015-12-26 19:00:00.000,ZoneD,ZoneC,U127
T9855,Car22,2020-08-21 19:00:00.000,ZoneB,ZoneC,U017
T9856,Car28,2016-12-08 12:00:00.000,ZoneD,ZoneA,U095
T9857,Car12,2020-05-14 15:00:00.000,ZoneA,ZoneD,U130
T9858,Car11,2019-11-19 08:00:00.000,ZoneA,ZoneA,U149
T9859,Car11,2018-12-24 13:00:00.000,ZoneC,ZoneC,U097
T9860,Car14,2017-05-12 17:00:00.000,ZoneD,ZoneA,U144
T9861,Car13,2016-08-26 08:00:00.000,ZoneC,ZoneA,U124
T9862,Car10,2017-01-28 18:00:00.000,ZoneD,ZoneD,U067
T9863,Car02,2020-11-14 09:00:00.000,ZoneA,ZoneA,U020
T9864,Car29,2021-08-04 07:00:00.000,ZoneD,ZoneC,U149
T9865,Car02,2020-04-26 07:00:00.000,ZoneD,ZoneA,U021
T9866,Car29,2018-06-20 06:00:00.000,ZoneC,ZoneB,U027
T9867,Car23,2018-09-11 19:00:00.000,ZoneB,ZoneB,U069
T9868,Car27,2019-01-13 13:00:00.000,ZoneB,ZoneA,U146
T9869,Car02,2020-09-25 19:00:00.000,ZoneB,ZoneA,U071
T9870,Car08,2018-05-30 05:00:00.000,ZoneA,ZoneB,U060
T9871,Car03,2018-05-12 02:00:00.000,ZoneD,ZoneB,U134
T9872,Car20,2018-11-09 23:00:00.000,ZoneD,ZoneD,U046
T9873,Car20,2020-08-21 04:00:00.000,ZoneC,ZoneA,U139
T9874,Car02,2018-02-19 05:00:00.000,ZoneC,ZoneA,U084
T9875,Car16,2015-02-15 10:00:00.000,ZoneA,ZoneD,U037
T9876,Car24,2018-11-18 07:00:00.000,ZoneA,ZoneB,U136
T9877,Car18,2017-06-11 22:00:00.000,ZoneB,ZoneA,U093
T9878,Car19,2018-08-20 17:00:00.000,ZoneC,ZoneD,U023
T9879,Car26,2019-11-14 03:00:00.000,ZoneC,ZoneA,U059
T9880,Car19,2016-08-12 04:00:00.000,ZoneD,ZoneD,U041
T9881,Car14,2017-06-23 04:00:00.000,ZoneC,ZoneC,U106
T9882,Car15,2018-09-26 09:00:00.000,ZoneB,ZoneA,U136
T9883,Car04,2020-09-17 16:00:00.000,ZoneD,ZoneD,U049
T9884,Car16,2017-04-04 09:00:00.000,ZoneC,ZoneC,U067
T9885,Car01,2019-06-12 23:00:00.000,ZoneC,ZoneD,U125
T9886,Car23,2018-05-17 07:00:00.000,ZoneD,ZoneD,U057
T9887,Car17,2019-01-21 06:00:00.000,ZoneD,ZoneB,U133
T9888,Car12,2021-03-28 18:00:00.000,ZoneA,ZoneC,U070
T9889,Car23,2016-08-09 16:00:00.000,ZoneD,ZoneD,U128
T9890,Car14,2021-07-20 12:00:00.000,ZoneD,ZoneA,U084
T9891,Car26,2018-12-21 10:00:00.000,ZoneC,ZoneC,U081
T9892,Car21,2018-08-15 17:00:00.000,ZoneB,ZoneA,U129
T9893,Car21,2018-02-24 00:00:00.000,ZoneB,ZoneA,U023
T9894,Car18,2016-10-25 18:00:00.000,ZoneC,ZoneA,U042
T9895,Car29,2019-09-24 12:00:00.000,ZoneB,ZoneB,U024
T9896,Car09,2015-05-21 15:00:00.000,ZoneD,ZoneB,U059
T9897,Car20,2019-02-01 22:00:00.000,ZoneB,ZoneA,U070
T9898,Car22,2016-10-21 14:00:00.000,ZoneB,ZoneC,U049
T9899,Car10,2015-12-23 16:00:00.000,ZoneC,ZoneA,U062
T9900,Car16,2019-12-31 05:00:00.000,ZoneA,ZoneB,U033
T9901,Car26,2021-11-28 03:00:00.000,ZoneA,ZoneB,U123
T9902,Car07,2019-01-08 08:00:00.000,ZoneB,ZoneB,U090
T9903,Car22,2019-08-22 09:00:00.000,ZoneC,ZoneA,U103
T9904,Car03,2018-06-19 05:00:00.000,ZoneD,ZoneA,U058
T9905,Car25,2021-08-16 19:00:00.000,ZoneB,ZoneB,U142
T9906,Car05,2019-01-13 08:00:00.000,ZoneA,ZoneB,U138
T9907,Car07,2021-08-25 18:00:00.000,ZoneB,ZoneC,U115
T9908,Car11,2020-01-01 06:00:00.000,ZoneA,ZoneB,U108
T9909,Car22,2020-04-18 14:00:00.000,ZoneB,ZoneD,U115
T9910,Car27,2018-05-30 00:00:00.000,ZoneB,ZoneC,U048
T9911,Car06,2018-10-02 10:00:00.000,ZoneD,ZoneC,U141
T9912,Car15,2021-10-06 20:00:00.000,ZoneA,ZoneA,U064
T9913,Car03,2017-09-07 00:00:00.000,ZoneA,ZoneD,U050
T9914,Car08,2020-02-07 18:00:00.000,ZoneA,ZoneB,U016
T9915,Car09,2015-09-04 01:00:00.000,ZoneA,ZoneA,U155
T9916,Car10,2018-02-01 12:00:00.000,ZoneA,ZoneB,U087
T9917,Car17,2015-11-05 23:00:00.000,ZoneC,ZoneC,U044
T9918,Car10,2021-07-18 15:00:00.000,ZoneD,ZoneD,U115
T9919,Car06,2020-10-29 13:00:00.000,ZoneC,ZoneD,U022
T9920,Car18,2017-09-02 05:00:00.000,ZoneB,ZoneA,U079
T9921,Car07,2021-06-23 05:00:00.000,ZoneA,ZoneC,U133
T9922,Car16,2016-10-23 06:00:00.000,ZoneD,ZoneD,U152
T9923,Car05,2021-10-07 11:00:00.000,ZoneD,ZoneD,U033
T9924,Car06,2015-02-02 17:00:00.000,ZoneB,ZoneB,U087
T9925,Car25,2020-10-28 07:00:00.000,ZoneD,ZoneA,U046
T9926,Car08,2021-04-06 12:00:00.000,ZoneC,ZoneC,U116
T9927,Car23,2015-04-24 23:00:00.000,ZoneD,ZoneA,U089
T9928,Car21,2016-03-22 21:00:00.000,ZoneB,ZoneA,U045
T9929,Car17,2017-08-23 00:00:00.000,ZoneA,ZoneB,U082
T9930,Car15,2020-01-31 01:00:00.000,ZoneC,ZoneD,U129
T9931,Car22,2021-04-17 23:00:00.000,ZoneB,ZoneC,U156
T9932,Car17,2015-05-01 05:00:00.000,ZoneA,ZoneA,U132
T9933,Car29,2018-02-16 12:00:00.000,ZoneB,ZoneD,U123
T9935,Car07,2019-03-27 06:00:00.000,ZoneB,ZoneA,U123
T9936,Car11,2021-08-01 19:00:00.000,ZoneB,ZoneB,U104
T9937,Car23,2021-04-27 23:00:00.000,ZoneA,ZoneA,U018
T9938,Car30,2021-07-11 23:00:00.000,ZoneC,ZoneB,U031
T9940,Car24,2017-12-06 10:00:00.000,ZoneB,ZoneB,U128
T9941,Car27,2017-10-20 18:00:00.000,ZoneD,ZoneC,U064
T9942,Car21,2019-08-17 09:00:00.000,ZoneA,ZoneB,U106
T9943,Car07,2016-11-21 05:00:00.000,ZoneB,ZoneB,U078
T9944,Car01,2018-11-16 00:00:00.000,ZoneA,ZoneB,U066
T9945,Car04,2019-05-09 09:00:00.000,ZoneC,ZoneB,U048
T9946,Car24,2021-11-15 00:00:00.000,ZoneD,ZoneC,U113
T9947,Car02,2015-03-23 11:00:00.000,ZoneB,ZoneB,U161
T9948,Car07,2020-03-26 01:00:00.000,ZoneC,ZoneC,U148
T9949,Car25,2019-06-25 11:00:00.000,ZoneC,ZoneA,U021
T9950,Car18,2017-09-23 11:00:00.000,ZoneA,ZoneA,U034
T9951,Car24,2021-01-16 22:00:00.000,ZoneD,ZoneC,U068
T9952,Car17,2016-06-21 12:00:00.000,ZoneD,ZoneA,U031
T9953,Car22,2015-06-07 07:00:00.000,ZoneC,ZoneA,U127
T9954,Car11,2016-10-10 18:00:00.000,ZoneB,ZoneA,U042
T9955,Car14,2018-11-04 13:00:00.000,ZoneB,ZoneC,U113
T9956,Car17,2015-03-02 10:00:00.000,ZoneC,ZoneA,U053
T9957,Car12,2021-11-01 01:00:00.000,ZoneB,ZoneA,U133
T9958,Car24,2021-04-06 17:00:00.000,ZoneB,ZoneD,U054
T9959,Car06,2015-12-27 20:00:00.000,ZoneC,ZoneB,U078
T9960,Car06,2015-05-05 19:00:00.000,ZoneA,ZoneD,U136
T9961,Car22,2019-03-31 10:00:00.000,ZoneC,ZoneD,U065
T9962,Car05,2018-10-09 17:00:00.000,ZoneC,ZoneC,U137
T9964,Car28,2017-10-08 01:00:00.000,ZoneC,ZoneC,U138
T9965,Car20,2021-01-30 01:00:00.000,ZoneC,ZoneC,U038
T9966,Car10,2016-10-14 07:00:00.000,ZoneD,ZoneD,U041
T9967,Car29,2019-08-03 10:00:00.000,ZoneB,ZoneB,U136
T9968,Car04,2018-01-23 18:00:00.000,ZoneD,ZoneD,U148
T9969,Car09,2018-04-28 13:00:00.000,ZoneD,ZoneC,U127
T9970,Car05,2021-12-02 17:00:00.000,ZoneD,ZoneC,U161
T9971,Car03,2020-02-08 19:00:00.000,ZoneA,ZoneB,U144
T9972,Car08,2021-08-02 20:00:00.000,ZoneA,ZoneB,U135
T9973,Car12,2015-07-21 21:00:00.000,ZoneD,ZoneD,U114
T9974,Car25,2015-04-14 08:00:00.000,ZoneD,ZoneB,U094
T9975,Car19,2018-04-12 02:00:00.000,ZoneD,ZoneD,U079
T9976,Car14,2017-01-18 23:00:00.000,ZoneD,ZoneD,U098
T9977,Car19,2018-07-09 05:00:00.000,ZoneC,ZoneD,U097
T9978,Car16,2015-05-20 14:00:00.000,ZoneA,ZoneA,U116
T9979,Car09,2020-02-10 16:00:00.000,ZoneB,ZoneC,U015
T9980,Car19,2018-11-08 02:00:00.000,ZoneD,ZoneD,U119
T9981,Car22,2015-07-06 21:00:00.000,ZoneC,ZoneB,U054
T9982,Car09,2016-03-12 01:00:00.000,ZoneB,ZoneB,U055
T9983,Car05,2019-12-06 15:00:00.000,ZoneB,ZoneD,U068
T9984,Car29,2016-01-21 15:00:00.000,ZoneB,ZoneB,U099
T9985,Car12,2016-09-17 00:00:00.000,ZoneD,ZoneB,U152
T9986,Car24,2016-11-17 06:00:00.000,ZoneB,ZoneA,U121
T9987,Car14,2018-07-03 09:00:00.000,ZoneC,ZoneC,U129
T9988,Car14,2019-04-09 14:00:00.000,ZoneD,ZoneD,U096
T9989,Car10,2021-09-12 21:00:00.000,ZoneD,ZoneD,U075
T9990,Car16,2016-03-07 01:00:00.000,ZoneB,ZoneB,U154
T9991,Car29,2021-05-10 01:00:00.000,ZoneD,ZoneB,U039
T9992,Car28,2020-10-28 22:00:00.000,ZoneB,ZoneD,U031
T9993,Car13,2017-06-12 23:00:00.000,ZoneC,ZoneB,U146
T9994,Car13,2017-02-16 22:00:00.000,ZoneC,ZoneB,U140
T9995,Car17,2015-01-03 22:00:00.000,ZoneC,ZoneB,U045
T9996,Car27,2019-03-16 15:00:00.000,ZoneC,ZoneD,U133
T9997,Car11,2016-01-10 19:00:00.000,ZoneB,ZoneB,U045
T9998,Car01,2015-10-10 02:00:00.000,ZoneA,ZoneA,U055
T9999,Car25,2015-12-08 06:00:00.000,ZoneD,ZoneD,U018
T10000,Car05,2019-03-02 16:00:00.000,ZoneA,ZoneC,U069
T10001,Car10,2019-07-28 19:00:00.000,ZoneA,ZoneC,U094
T10002,Car14,2018-09-22 05:00:00.000,ZoneC,ZoneA,U028
T10003,Car21,2015-05-26 15:00:00.000,ZoneB,ZoneC,U151
T10004,Car01,2016-01-05 04:00:00.000,ZoneA,ZoneD,U020
T10005,Car06,2015-06-22 02:00:00.000,ZoneD,ZoneC,U065
T10007,Car26,2021-09-16 05:00:00.000,ZoneB,ZoneA,U055
T10008,Car29,2019-01-30 15:00:00.000,ZoneC,ZoneC,U097
T10009,Car17,2020-08-15 03:00:00.000,ZoneC,ZoneC,U130
T10010,Car28,2018-02-01 22:00:00.000,ZoneC,ZoneD,U036
T10011,Car29,2015-11-15 18:00:00.000,ZoneC,ZoneD,U093
T10012,Car08,2020-10-18 02:00:00.000,ZoneD,ZoneB,U022
T10013,Car12,2016-01-22 21:00:00.000,ZoneB,ZoneD,U029
T10014,Car16,2017-05-06 21:00:00.000,ZoneD,ZoneA,U110
T10015,Car30,2016-11-16 10:00:00.000,ZoneD,ZoneC,U119
T10016,Car21,2017-07-01 07:00:00.000,ZoneB,ZoneB,U121
T10017,Car05,2016-09-09 02:00:00.000,ZoneD,ZoneA,U055
T10018,Car11,2019-02-22 03:00:00.000,ZoneC,ZoneB,U119
T10019,Car19,2017-11-04 08:00:00.000,ZoneA,ZoneA,U127
T8752,Car24,2020-02-10 06:00:00.000,ZoneD,ZoneC,U145
T8753,Car28,2016-07-05 16:00:00.000,ZoneA,ZoneC,U110
T8754,Car24,2015-01-26 10:00:00.000,ZoneB,ZoneA,U073
T8755,Car15,2020-06-16 23:00:00.000,ZoneC,ZoneC,U136
T8756,Car30,2016-05-07 17:00:00.000,ZoneD,ZoneD,U026
T8757,Car15,2020-10-20 09:00:00.000,ZoneB,ZoneC,U159
T8758,Car18,2016-04-25 05:00:00.000,ZoneD,ZoneB,U068
T8759,Car04,2016-01-24 08:00:00.000,ZoneA,ZoneC,U048
T8760,Car06,2020-10-25 09:00:00.000,ZoneC,ZoneD,U138
T8761,Car17,2015-03-18 01:00:00.000,ZoneC,ZoneA,U075
T8762,Car13,2020-12-03 08:00:00.000,ZoneD,ZoneB,U135
T8763,Car01,2016-10-18 01:00:00.000,ZoneD,ZoneB,U088
T8764,Car07,2015-04-23 17:00:00.000,ZoneA,ZoneB,U147
T8765,Car12,2015-01-27 11:00:00.000,ZoneA,ZoneB,U063
T8766,Car29,2020-06-16 13:00:00.000,ZoneC,ZoneD,U099
T8767,Car16,2016-02-11 01:00:00.000,ZoneA,ZoneD,U091
T8768,Car02,2018-08-01 23:00:00.000,ZoneA,ZoneC,U118
T8769,Car02,2018-01-13 23:00:00.000,ZoneC,ZoneC,U084
T8770,Car12,2016-05-01 11:00:00.000,ZoneD,ZoneA,U145
T8771,Car02,2021-12-25 20:00:00.000,ZoneA,ZoneA,U087
T8772,Car27,2016-04-16 01:00:00.000,ZoneA,ZoneD,U039
T8773,Car18,2021-07-20 12:00:00.000,ZoneD,ZoneD,U117
T8774,Car15,2018-10-29 12:00:00.000,ZoneC,ZoneC,U018
T8775,Car05,2015-03-23 16:00:00.000,ZoneA,ZoneA,U031
T8777,Car28,2021-12-05 05:00:00.000,ZoneA,ZoneB,U113
T8778,Car12,2015-12-04 22:00:00.000,ZoneD,ZoneC,U094
T8779,Car22,2019-06-28 04:00:00.000,ZoneB,ZoneC,U146
T8780,Car07,2019-03-28 17:00:00.000,ZoneB,ZoneA,U133
T8781,Car15,2018-09-13 16:00:00.000,ZoneA,ZoneC,U077
T8782,Car24,2016-05-22 17:00:00.000,ZoneD,ZoneA,U094
T8783,Car24,2021-10-13 07:00:00.000,ZoneD,ZoneD,U067
T8784,Car14,2019-01-01 16:00:00.000,ZoneC,ZoneB,U056
T8786,Car22,2015-08-17 18:00:00.000,ZoneB,ZoneD,U047
T8787,Car28,2016-03-21 00:00:00.000,ZoneD,ZoneB,U092
T8788,Car26,2017-07-01 22:00:00.000,ZoneC,ZoneA,U051
T8789,Car02,2015-01-13 07:00:00.000,ZoneC,ZoneA,U152
T8790,Car06,2021-06-25 07:00:00.000,ZoneD,ZoneA,U137
T8791,Car08,2018-12-27 06:00:00.000,ZoneD,ZoneC,U113
T8792,Car13,2018-11-07 21:00:00.000,ZoneB,ZoneC,U015
T8793,Car15,2017-12-17 11:00:00.000,ZoneA,ZoneB,U110
T8794,Car03,2019-03-30 14:00:00.000,ZoneA,ZoneC,U108
T8795,Car14,2015-06-21 21:00:00.000,ZoneB,ZoneD,U021
T8796,Car25,2017-06-18 19:00:00.000,ZoneC,ZoneB,U033
T8797,Car18,2021-11-07 07:00:00.000,ZoneA,ZoneB,U145
T8798,Car01,2018-12-01 20:00:00.000,ZoneC,ZoneC,U139
T8799,Car26,2020-03-05 00:00:00.000,ZoneD,ZoneA,U149
T8800,Car27,2021-06-27 14:00:00.000,ZoneB,ZoneA,U034
T8801,Car19,2021-11-07 02:00:00.000,ZoneA,ZoneA,U150
T8802,Car04,2018-02-06 02:00:00.000,ZoneA,ZoneC,U100
T8803,Car11,2018-10-24 12:00:00.000,ZoneA,ZoneB,U140
T8804,Car25,2020-10-25 14:00:00.000,ZoneB,ZoneA,U056
T8805,Car05,2017-09-25 03:00:00.000,ZoneC,ZoneA,U130
T8806,Car19,2019-04-09 19:00:00.000,ZoneC,ZoneC,U103
T8807,Car03,2020-05-09 10:00:00.000,ZoneB,ZoneC,U023
T8808,Car25,2016-01-29 18:00:00.000,ZoneA,ZoneB,U086
T8809,Car21,2019-12-08 12:00:00.000,ZoneC,ZoneA,U058
T8810,Car23,2015-08-02 03:00:00.000,ZoneC,ZoneC,U054
T8811,Car02,2021-09-29 03:00:00.000,ZoneD,ZoneC,U082
T8812,Car02,2020-10-01 00:00:00.000,ZoneC,ZoneC,U148
T8813,Car10,2020-08-24 22:00:00.000,ZoneD,ZoneD,U061
T8814,Car06,2017-12-19 18:00:00.000,ZoneC,ZoneD,U125
T8815,Car25,2021-01-31 07:00:00.000,ZoneB,ZoneB,U044
T8816,Car02,2020-05-16 12:00:00.000,ZoneD,ZoneC,U130
T8817,Car05,2020-01-17 17:00:00.000,ZoneB,ZoneC,U123
T8818,Car12,2017-02-17 23:00:00.000,ZoneA,ZoneA,U149
T8819,Car02,2020-06-09 01:00:00.000,ZoneB,ZoneC,U026
T8820,Car11,2017-07-08 09:00:00.000,ZoneB,ZoneD,U014
T8821,Car04,2018-07-12 18:00:00.000,ZoneA,ZoneB,U149
T8822,Car01,2021-10-01 05:00:00.000,ZoneC,ZoneD,U104
T8823,Car20,2015-07-10 20:00:00.000,ZoneB,ZoneD,U123
T8824,Car30,2020-08-01 04:00:00.000,ZoneB,ZoneD,U053
T8825,Car18,2015-12-05 23:00:00.000,ZoneD,ZoneB,U104
T8826,Car07,2018-06-06 07:00:00.000,ZoneB,ZoneD,U071
T8827,Car02,2019-09-17 15:00:00.000,ZoneB,ZoneB,U027
T8828,Car21,2020-07-05 07:00:00.000,ZoneB,ZoneC,U017
T8829,Car03,2020-02-09 15:00:00.000,ZoneB,ZoneB,U090
T8830,Car11,2019-06-05 21:00:00.000,ZoneD,ZoneA,U017
T8832,Car11,2019-11-24 08:00:00.000,ZoneB,ZoneB,U062
T8833,Car13,2015-04-29 03:00:00.000,ZoneD,ZoneD,U151
T8834,Car01,2018-01-05 20:00:00.000,ZoneD,ZoneA,U038
T8835,Car14,2021-07-31 08:00:00.000,ZoneC,ZoneD,U105
T8836,Car10,2017-05-20 15:00:00.000,ZoneB,ZoneA,U075
T8837,Car05,2016-06-26 17:00:00.000,ZoneA,ZoneB,U105
T8838,Car19,2015-12-29 02:00:00.000,ZoneA,ZoneC,U137
T8839,Car02,2016-09-03 11:00:00.000,ZoneA,ZoneB,U104
T8840,Car28,2017-12-01 00:00:00.000,ZoneC,ZoneA,U111
T8841,Car26,2018-04-30 20:00:00.000,ZoneA,ZoneA,U091
T8842,Car10,2016-08-29 11:00:00.000,ZoneC,ZoneB,U130
T8843,Car04,2021-05-10 21:00:00.000,ZoneD,ZoneD,U155
T8844,Car11,2020-09-08 17:00:00.000,ZoneA,ZoneA,U154
T8845,Car12,2019-03-28 07:00:00.000,ZoneB,ZoneA,U051
T8846,Car16,2019-12-02 11:00:00.000,ZoneD,ZoneD,U152
T8847,Car07,2020-04-09 10:00:00.000,ZoneA,ZoneA,U039
T8848,Car22,2017-11-25 19:00:00.000,ZoneD,ZoneC,U098
T8849,Car17,2018-12-27 16:00:00.000,ZoneD,ZoneA,U143
T8850,Car19,2021-06-04 06:00:00.000,ZoneC,ZoneA,U032
T8851,Car28,2015-12-14 22:00:00.000,ZoneA,ZoneD,U059
T8852,Car15,2017-10-12 00:00:00.000,ZoneD,ZoneD,U075
T8853,Car23,2018-09-18 01:00:00.000,ZoneA,ZoneD,U012
T8854,Car28,2019-03-30 04:00:00.000,ZoneB,ZoneA,U119
T8855,Car10,2018-04-22 07:00:00.000,ZoneD,ZoneD,U046
T8856,Car26,2015-08-02 08:00:00.000,ZoneA,ZoneA,U074
T8857,Car27,2017-07-05 21:00:00.000,ZoneB,ZoneC,U125
T8858,Car27,2016-12-22 16:00:00.000,ZoneB,ZoneB,U039
T8859,Car23,2018-11-26 05:00:00.000,ZoneB,ZoneC,U087
T8860,Car29,2019-10-22 15:00:00.000,ZoneB,ZoneB,U026
T8861,Car13,2015-01-10 09:00:00.000,ZoneC,ZoneB,U094
T8862,Car19,2018-10-18 06:00:00.000,ZoneC,ZoneC,U042
T8863,Car10,2018-02-12 13:00:00.000,ZoneA,ZoneA,U056
T8864,Car07,2021-10-08 17:00:00.000,ZoneC,ZoneC,U024
T8865,Car11,2020-10-03 17:00:00.000,ZoneA,ZoneA,U133
T8866,Car16,2020-12-17 02:00:00.000,ZoneD,ZoneC,U040
T8867,Car19,2021-01-23 09:00:00.000,ZoneA,ZoneB,U075
T8868,Car12,2017-02-27 08:00:00.000,ZoneA,ZoneD,U092
T8869,Car20,2016-11-04 03:00:00.000,ZoneC,ZoneD,U148
T8870,Car08,2018-07-20 21:00:00.000,ZoneB,ZoneA,U162
T8871,Car17,2017-09-18 11:00:00.000,ZoneD,ZoneD,U023
T8872,Car05,2019-01-12 17:00:00.000,ZoneD,ZoneB,U161
T8873,Car09,2016-02-17 17:00:00.000,ZoneB,ZoneB,U064
T8874,Car13,2015-09-17 04:00:00.000,ZoneD,ZoneA,U088
T8875,Car26,2018-02-17 13:00:00.000,ZoneA,ZoneB,U132
T8876,Car08,2017-06-24 00:00:00.000,ZoneB,ZoneD,U033
T8877,Car02,2020-01-13 03:00:00.000,ZoneD,ZoneC,U048
T8878,Car26,2017-11-04 23:00:00.000,ZoneC,ZoneC,U143
T8879,Car23,2020-07-12 19:00:00.000,ZoneD,ZoneD,U029
T8880,Car09,2015-10-17 19:00:00.000,ZoneB,ZoneB,U044
T8881,Car10,2020-03-17 02:00:00.000,ZoneC,ZoneA,U049
T8882,Car06,2019-04-06 06:00:00.000,ZoneC,ZoneD,U026
T8883,Car21,2017-05-04 19:00:00.000,ZoneA,ZoneB,U095
T8884,Car20,2019-01-12 22:00:00.000,ZoneD,ZoneA,U067
T8885,Car06,2017-04-27 07:00:00.000,ZoneA,ZoneB,U153
T8886,Car12,2021-05-26 07:00:00.000,ZoneB,ZoneC,U053
T8887,Car02,2019-02-03 14:00:00.000,ZoneD,ZoneB,U131
T8888,Car29,2015-08-25 01:00:00.000,ZoneD,ZoneB,U072
T8889,Car26,2019-10-05 08:00:00.000,ZoneC,ZoneB,U099
T8890,Car22,2017-03-15 09:00:00.000,ZoneC,ZoneC,U067
T8891,Car28,2020-04-25 16:00:00.000,ZoneA,ZoneA,U117
T8892,Car06,2017-02-12 18:00:00.000,ZoneC,ZoneC,U148
T8893,Car01,2015-08-15 11:00:00.000,ZoneD,ZoneD,U058
T8894,Car22,2015-10-24 01:00:00.000,ZoneA,ZoneC,U064
T8895,Car08,2015-02-21 11:00:00.000,ZoneD,ZoneB,U160
T8896,Car27,2021-02-11 23:00:00.000,ZoneA,ZoneA,U123
T8897,Car30,2020-08-08 21:00:00.000,ZoneC,ZoneA,U126
T8898,Car11,2017-10-05 13:00:00.000,ZoneC,ZoneD,U087
T8899,Car11,2016-04-30 15:00:00.000,ZoneA,ZoneD,U031
T8900,Car04,2015-05-05 14:00:00.000,ZoneB,ZoneA,U034
T8901,Car02,2018-05-26 01:00:00.000,ZoneD,ZoneA,U026
T8902,Car07,2017-02-04 00:00:00.000,ZoneA,ZoneA,U141
T8903,Car28,2017-11-07 11:00:00.000,ZoneC,ZoneA,U135
T8904,Car15,2019-11-13 17:00:00.000,ZoneD,ZoneC,U074
T8905,Car10,2017-10-03 11:00:00.000,ZoneB,ZoneA,U162
T8906,Car09,2019-10-04 02:00:00.000,ZoneA,ZoneA,U101
T8907,Car29,2021-01-14 00:00:00.000,ZoneB,ZoneC,U080
T8908,Car09,2017-03-23 07:00:00.000,ZoneC,ZoneA,U057
T8909,Car07,2019-12-26 15:00:00.000,ZoneD,ZoneB,U099
T8910,Car02,2020-12-01 21:00:00.000,ZoneA,ZoneA,U094
T8911,Car01,2016-01-19 23:00:00.000,ZoneB,ZoneB,U067
T8912,Car22,2016-01-10 19:00:00.000,ZoneD,ZoneC,U054
T8913,Car21,2016-07-07 23:00:00.000,ZoneB,ZoneA,U136
T8914,Car25,2020-08-19 07:00:00.000,ZoneD,ZoneB,U028
T8915,Car27,2015-09-12 09:00:00.000,ZoneA,ZoneC,U066
T8916,Car10,2017-07-15 01:00:00.000,ZoneB,ZoneC,U115
T8917,Car14,2018-06-06 17:00:00.000,ZoneB,ZoneD,U033
T8918,Car24,2021-04-16 22:00:00.000,ZoneA,ZoneB,U085
T8920,Car09,2017-07-18 09:00:00.000,ZoneD,ZoneA,U122
T8921,Car02,2015-10-15 22:00:00.000,ZoneC,ZoneC,U160
T8922,Car07,2020-09-11 15:00:00.000,ZoneA,ZoneB,U011
T8923,Car24,2021-07-04 16:00:00.000,ZoneD,ZoneA,U041
T8924,Car23,2020-06-26 08:00:00.000,ZoneB,ZoneB,U015
T1218,Car14,2018-07-29 00:00:00.000,ZoneD,ZoneB,U059
T8928,Car15,2020-08-28 21:00:00.000,ZoneC,ZoneC,U140
T8929,Car15,2021-05-23 19:00:00.000,ZoneB,ZoneD,U096
T8930,Car06,2015-12-13 21:00:00.000,ZoneC,ZoneA,U050
T8931,Car11,2018-09-08 11:00:00.000,ZoneA,ZoneD,U143
T8932,Car05,2021-05-01 22:00:00.000,ZoneA,ZoneA,U150
T8933,Car10,2020-09-15 19:00:00.000,ZoneB,ZoneD,U150
T8934,Car16,2019-06-20 06:00:00.000,ZoneB,ZoneB,U020
